tree_id,pathogen_id,date_detected
42785,8,2021-11-02
42788,1,2022-07-01
42791,1,2025-04-06
42803,1,2022-12-05
42808,3,2023-09-15
42808,2,2025-05-19
42820,1,2023-11-07
42825,8,2022-12-03
42827,8,2024-07-20
42865,8,2022-04-01
42868,6,2023-01-27
42871,7,2023-06-12
42873,8,2026-01-23
42874,8,2023-12-15
42875,8,2024-01-16
42883,1,2021-09-16
42898,8,2021-06-11
42903,1,2022-08-28
42916,8,2025-12-12
42917,2,2023-12-17
42918,4,2023-01-19
42930,8,2024-10-22
42942,8,2025-01-12
42944,1,2023-07-06
42948,2,2021-04-04
42950,1,2025-08-01
42962,8,2025-08-17
42968,8,2025-03-21
42978,3,2025-10-06
42983,8,2022-01-13
42986,8,2022-07-26
42989,8,2021-08-18
43006,4,2022-03-20
43024,8,2025-06-07
43029,8,2023-07-12
43035,2,2022-06-18
43060,1,2023-12-05
43061,1,2021-06-28
43064,1,2023-04-08
43070,8,2024-07-29
43079,4,2025-12-05
43083,2,2024-06-16
43083,3,2022-05-15
43091,8,2023-02-07
43099,1,2023-11-30
43100,1,2022-09-20
43132,2,2023-07-01
43151,8,2023-08-10
43163,1,2021-04-09
43170,2,2022-11-03
43170,3,2025-01-16
43185,1,2023-01-01
43193,2,2025-03-28
43194,1,2021-06-08
43215,8,2022-12-29
43221,3,2023-06-01
43221,2,2023-03-03
43226,3,2024-06-17
43230,8,2021-12-04
43238,6,2022-06-12
43240,6,2025-08-30
43249,8,2025-01-31
43255,8,2024-11-11
43257,8,2022-06-18
43261,1,2022-07-26
43279,8,2021-08-29
43294,6,2023-01-17
43302,1,2021-04-11
43308,8,2024-02-26
43309,1,2026-01-23
43313,8,2024-03-25
43318,3,2024-06-18
43335,7,2022-04-15
43337,5,2022-01-16
43343,6,2024-03-11
43354,3,2022-10-17
43355,8,2023-10-11
43364,1,2023-08-01
43378,3,2025-02-24
43403,8,2023-02-03
43407,6,2025-03-01
43413,8,2025-07-20
43421,6,2025-04-09
43446,8,2024-07-09
43450,2,2021-06-27
43450,3,2021-09-21
43457,8,2021-07-28
43458,1,2026-02-14
43464,2,2022-08-13
43468,8,2022-12-28
43469,2,2022-06-15
43481,1,2023-07-29
43482,8,2022-04-18
43484,1,2024-04-03
43487,1,2021-08-29
43499,1,2022-06-15
43500,8,2021-08-08
43501,1,2024-12-17
43502,8,2025-10-29
43505,8,2022-12-10
43507,8,2021-05-02
43516,4,2021-08-21
43536,2,2025-12-03
43536,3,2021-06-02
43539,8,2025-10-10
43568,8,2022-02-12
43571,8,2021-04-29
43579,8,2025-03-24
43587,8,2023-09-22
43601,5,2021-10-29
43605,8,2024-03-02
43606,6,2024-12-31
43607,8,2024-02-07
43623,8,2021-04-05
43631,3,2022-01-10
43640,8,2024-08-09
43642,6,2025-08-25
43656,2,2024-09-25
43657,3,2025-10-25
43658,3,2021-12-23
43658,2,2023-07-03
43659,3,2025-01-04
43668,3,2022-01-28
43678,8,2025-03-11
43680,3,2022-09-24
43690,1,2023-04-19
43699,3,2022-10-15
43704,8,2024-10-25
43715,3,2024-01-13
43718,2,2025-11-01
43718,3,2023-08-04
43727,8,2025-02-07
43743,8,2023-05-29
43753,8,2025-11-09
43757,3,2021-04-12
43765,2,2025-10-27
43765,3,2024-07-08
43770,8,2022-02-18
43777,8,2023-07-16
43779,8,2023-09-15
43801,2,2025-07-23
43801,3,2021-08-20
43808,8,2022-11-23
43809,8,2025-06-09
43821,8,2023-02-12
43840,3,2022-07-09
43848,1,2022-12-23
43854,10,2026-01-04
43865,1,2025-07-01
43867,1,2022-11-26
43872,1,2025-11-21
43878,2,2022-06-02
43879,10,2022-08-03
43882,3,2022-12-31
43887,3,2023-11-27
43887,2,2022-02-15
43888,8,2025-09-23
43908,2,2024-08-09
43919,1,2025-06-01
43940,8,2023-04-30
43957,8,2023-02-20
43962,2,2025-11-16
43965,8,2026-01-08
43975,6,2024-01-24
43978,3,2022-10-31
43981,2,2022-09-10
43986,3,2025-10-19
43988,1,2025-03-29
43998,3,2021-11-21
44000,2,2026-02-22
44000,3,2022-04-26
44004,2,2023-06-29
44004,3,2023-06-26
44014,8,2024-10-27
44017,8,2021-08-31
44022,3,2022-09-05
44023,2,2024-11-02
44023,3,2025-09-08
44030,2,2023-10-05
44031,8,2025-11-10
44034,2,2023-09-16
44043,6,2025-01-03
44044,1,2024-08-13
44056,2,2023-10-18
44061,2,2021-03-11
44071,3,2023-11-04
44079,8,2023-06-26
44093,1,2022-05-04
44099,5,2022-08-05
44104,3,2023-02-27
44104,2,2023-09-18
44108,8,2022-11-30
44111,8,2025-05-30
44117,1,2025-10-09
44119,1,2023-05-24
44123,8,2024-10-09
44136,8,2021-12-09
44137,8,2024-08-04
44138,8,2022-10-29
44145,8,2023-10-06
44153,8,2022-05-04
44161,8,2023-03-21
44162,8,2021-11-14
44170,8,2026-03-02
44179,8,2025-11-13
44188,8,2021-08-31
44194,8,2022-06-15
44200,10,2025-03-10
44223,8,2024-05-12
44236,10,2021-04-06
44245,8,2025-12-05
44248,1,2023-10-25
44257,8,2024-08-06
44259,1,2026-01-01
44264,8,2025-10-28
44267,1,2024-09-12
44273,10,2021-05-30
44286,1,2022-02-04
44291,3,2026-03-02
44291,2,2022-03-28
44295,10,2023-09-14
44297,3,2022-08-07
44298,1,2025-05-06
44299,2,2023-06-08
44300,1,2026-01-01
44302,3,2025-12-10
44305,2,2025-02-11
44332,8,2021-11-06
44334,8,2023-09-24
44345,3,2025-01-13
44352,3,2025-03-08
44370,8,2026-03-03
44375,5,2024-06-26
44377,8,2022-01-21
44380,3,2025-07-26
44408,8,2024-11-10
44409,2,2022-05-13
44414,3,2023-06-10
44414,2,2025-03-19
44437,8,2025-11-21
44456,8,2022-04-03
44473,8,2021-09-09
44487,3,2021-08-14
44493,2,2023-12-17
44503,8,2024-02-13
44505,3,2021-08-15
44509,8,2025-12-12
44521,1,2024-09-01
44532,5,2023-05-19
44538,6,2024-10-17
44543,1,2022-10-29
44544,8,2021-11-10
44552,6,2022-06-12
44564,8,2024-11-23
44566,8,2021-12-09
44578,8,2024-11-13
44580,8,2024-12-20
44607,6,2024-02-16
44613,3,2021-06-26
44613,2,2024-10-13
44622,2,2025-01-06
44624,8,2024-08-16
44627,1,2021-12-11
44630,8,2025-11-17
44633,1,2024-11-03
44636,8,2021-04-29
44640,10,2024-12-06
44643,8,2025-08-14
44669,1,2021-12-28
44685,1,2021-12-06
44692,1,2022-04-10
44698,8,2022-07-17
44702,2,2024-07-07
44707,8,2022-02-06
44713,8,2023-10-07
44716,8,2024-10-31
44720,8,2023-06-13
44723,6,2023-02-07
44727,6,2024-09-05
44728,8,2021-06-11
44729,8,2024-08-12
44732,8,2025-01-10
44737,8,2021-07-02
44743,8,2022-12-21
44746,8,2025-04-26
44751,8,2021-09-15
44759,8,2024-07-29
44762,8,2024-12-19
44776,1,2026-03-07
44783,6,2022-07-23
44789,2,2021-04-24
44789,3,2022-12-15
44805,8,2025-04-27
44807,6,2023-12-02
44808,8,2023-11-29
44811,8,2021-09-11
44821,1,2025-04-10
44823,1,2022-09-18
44824,8,2024-05-01
44848,8,2022-03-22
44850,8,2022-06-12
44853,2,2025-07-01
44862,3,2024-02-02
44863,2,2022-04-25
44865,3,2023-10-05
44869,8,2025-01-20
44871,8,2022-08-23
44875,8,2025-11-06
44891,8,2025-04-07
44893,3,2023-03-01
44896,8,2024-07-01
44900,1,2021-12-08
44904,1,2021-08-31
44909,8,2026-01-28
44912,6,2021-08-20
44914,1,2026-02-13
44919,1,2023-11-02
44935,8,2025-02-27
44936,8,2025-10-23
44950,8,2022-02-07
44959,2,2022-07-28
44970,8,2023-01-18
44978,6,2025-05-19
44989,1,2023-06-03
44994,8,2025-03-27
44997,8,2024-02-13
45003,1,2022-11-15
45018,8,2022-06-26
45020,2,2024-01-31
45024,3,2021-06-13
45025,8,2024-05-30
45030,8,2024-11-05
45044,8,2023-07-24
45050,6,2023-01-12
45078,8,2022-11-19
45090,2,2024-03-01
45094,8,2025-08-08
45098,4,2023-05-18
45111,4,2023-10-26
45121,1,2022-08-29
45146,8,2021-12-12
45155,6,2026-01-21
45165,8,2024-08-17
45178,8,2023-07-31
45185,8,2022-11-06
45197,1,2025-07-14
45199,8,2024-08-15
45210,8,2021-06-16
45214,8,2021-05-29
45217,8,2024-10-30
45223,8,2025-03-06
45225,1,2022-12-20
45234,6,2023-10-08
45244,3,2024-05-28
45246,8,2025-12-28
45249,6,2022-06-07
45266,8,2024-10-06
45270,7,2021-12-31
45281,1,2025-10-10
45284,6,2024-03-09
45285,1,2022-04-26
45287,8,2023-03-10
45299,1,2024-03-09
45309,8,2021-10-21
45314,8,2024-09-13
45325,5,2023-09-16
45336,8,2024-04-12
45341,8,2021-09-10
45348,6,2023-12-19
45351,8,2023-11-05
45354,1,2022-04-10
45356,6,2022-04-29
45358,8,2022-12-18
45364,8,2024-10-02
45365,4,2021-04-26
45366,10,2022-05-20
45385,8,2026-03-08
45387,8,2021-12-19
45390,3,2025-04-01
45393,9,2023-01-21
45394,1,2022-03-14
45413,8,2022-04-06
45421,3,2022-07-30
45423,8,2023-12-19
45427,8,2025-07-18
45451,8,2024-01-24
45463,8,2023-04-05
45470,5,2024-11-07
45473,5,2021-05-05
45477,2,2023-07-30
45503,8,2023-01-12
45508,2,2024-01-12
45509,8,2023-09-02
45515,6,2022-09-12
45517,8,2021-09-15
45531,4,2025-12-20
45536,2,2024-06-07
45536,3,2025-06-11
45551,8,2023-04-10
45567,5,2021-12-14
45575,5,2023-10-04
45590,8,2021-07-26
45591,1,2023-06-21
45595,8,2023-09-03
45623,2,2021-03-20
45624,8,2024-06-25
45629,8,2021-06-27
45635,8,2024-11-19
45636,2,2021-10-29
45639,8,2024-02-19
45640,10,2024-11-22
45651,6,2021-09-27
45661,2,2022-10-05
45664,1,2024-05-24
45667,1,2026-01-06
45683,2,2023-11-27
45717,8,2024-02-23
45722,8,2021-08-19
45723,3,2022-09-03
45734,10,2024-01-14
45736,2,2024-05-17
45743,8,2021-11-23
45749,8,2023-08-11
45750,8,2022-07-16
45762,5,2024-12-28
45765,8,2026-02-18
45771,8,2023-06-18
45777,1,2022-12-29
45789,8,2023-03-01
45793,1,2023-04-04
45802,6,2021-12-06
45813,8,2022-01-08
45814,8,2025-04-26
45818,8,2024-01-25
45828,3,2023-11-14
45832,8,2024-06-04
45847,8,2022-06-16
45855,2,2023-04-16
45869,3,2021-05-02
45878,8,2022-01-02
45879,8,2024-08-20
45883,2,2025-11-29
45885,2,2023-07-19
45886,5,2022-06-20
45888,8,2023-04-02
45894,8,2023-12-05
45901,8,2023-01-13
45904,8,2021-12-24
45905,8,2025-06-13
45906,1,2022-06-10
45907,8,2025-07-12
45908,1,2021-03-13
45934,6,2024-03-05
45959,5,2026-01-11
45962,6,2022-06-28
45963,8,2023-03-15
45970,5,2025-07-15
45971,8,2023-11-05
45976,3,2026-02-17
45982,6,2025-10-21
45996,8,2025-11-29
45999,1,2024-04-22
46002,8,2024-10-31
46003,8,2025-04-22
46005,8,2023-12-03
46011,3,2025-05-04
46020,2,2022-08-08
46020,3,2023-09-05
46022,4,2026-02-09
46023,8,2024-05-28
46026,1,2021-08-07
46037,4,2023-02-20
46038,8,2022-04-24
46058,8,2024-11-08
46072,3,2022-04-21
46076,8,2025-11-04
46081,2,2023-04-22
46082,6,2022-08-29
46084,8,2022-05-30
46089,8,2024-06-26
46092,2,2024-06-08
46094,5,2023-11-19
46104,8,2025-11-10
46111,8,2025-11-11
46113,8,2025-02-03
46117,1,2023-02-04
46137,8,2025-02-03
46141,3,2023-09-05
46141,2,2024-01-15
46144,1,2024-09-09
46149,8,2021-03-14
46154,8,2021-05-21
46163,8,2021-08-20
46168,8,2021-11-08
46169,8,2022-07-23
46196,3,2022-02-05
46211,8,2023-01-06
46224,8,2023-06-19
46227,10,2022-12-25
46256,5,2021-04-26
46258,8,2024-04-07
46259,8,2022-07-06
46271,1,2025-08-29
46272,3,2024-12-14
46274,5,2024-07-23
46295,8,2022-01-01
46305,8,2022-12-06
46346,8,2023-02-08
46347,8,2025-12-08
46354,8,2023-10-26
46359,8,2023-12-27
46376,1,2021-12-16
46380,8,2021-03-30
46381,8,2024-12-30
46396,1,2023-01-19
46399,1,2024-10-28
46402,1,2025-12-07
46410,8,2025-02-17
46423,5,2022-09-21
46424,8,2021-10-03
46438,3,2025-09-28
46442,6,2024-04-03
46455,1,2021-07-30
46459,8,2024-06-15
46469,1,2024-11-26
46492,8,2024-12-07
46494,1,2025-04-28
46535,8,2023-02-25
46542,1,2025-11-06
46563,1,2026-01-12
46564,1,2025-02-02
46587,6,2025-03-27
46590,8,2023-04-20
46595,8,2024-01-30
46599,8,2025-09-23
46610,3,2022-10-19
46612,8,2024-11-08
46614,8,2023-01-24
46621,2,2022-09-05
46621,3,2021-03-18
46627,8,2023-06-02
46645,3,2023-12-22
46645,2,2024-03-01
46651,8,2021-05-01
46662,2,2021-10-14
46662,3,2025-05-14
46670,2,2025-08-01
46670,3,2022-04-26
46675,1,2022-06-26
46678,3,2024-05-01
46681,3,2025-05-10
46684,1,2021-03-20
46686,9,2024-06-24
46695,8,2024-02-04
46696,1,2022-11-13
46698,8,2023-03-24
46707,1,2024-08-02
46713,3,2022-12-16
46724,8,2024-07-20
46733,1,2023-09-07
46740,8,2022-07-13
46744,8,2022-09-08
46754,8,2023-03-03
46778,8,2023-06-07
46786,8,2024-08-23
46802,8,2022-04-10
46804,3,2025-05-14
46806,1,2024-11-13
46809,8,2025-11-08
46820,4,2022-04-20
46829,8,2025-09-13
46831,6,2023-11-18
46832,8,2021-07-13
46840,2,2024-08-01
46842,9,2024-07-12
46843,9,2021-08-30
46855,8,2022-04-27
46862,2,2026-01-31
46871,3,2021-03-15
46877,8,2024-10-02
46880,8,2026-01-30
46882,3,2022-12-16
46887,8,2024-09-28
46890,3,2025-10-30
46890,2,2026-01-07
46894,1,2025-02-21
46896,8,2022-03-05
46899,8,2021-12-22
46904,4,2022-01-12
46921,8,2024-08-31
46942,8,2021-12-28
46943,1,2021-10-14
46959,1,2023-01-06
46984,10,2025-12-23
46985,8,2022-02-09
46990,6,2025-11-26
46991,8,2023-09-12
47006,8,2024-01-12
47011,1,2023-09-09
47021,8,2023-01-09
47032,8,2023-12-27
47040,1,2025-02-25
47054,1,2025-05-06
47055,3,2025-10-05
47065,3,2022-03-13
47065,2,2024-05-15
47067,9,2024-09-03
47069,1,2021-10-03
47080,1,2025-08-14
47084,8,2022-04-23
47087,8,2021-11-23
47090,2,2026-01-17
47091,8,2021-05-19
47095,1,2021-06-18
47100,1,2026-01-23
47106,8,2023-12-20
47110,8,2022-12-28
47114,2,2022-07-11
47120,8,2025-05-06
47128,8,2021-03-21
47141,10,2025-09-26
47143,8,2024-10-04
47152,8,2021-12-23
47153,2,2023-06-10
47156,6,2025-06-25
47163,6,2025-11-29
47182,2,2021-07-14
47185,3,2022-09-30
47190,10,2021-07-09
47196,6,2025-11-30
47198,1,2024-11-13
47202,1,2023-11-02
47215,6,2024-11-22
47217,1,2022-02-25
47222,1,2023-10-30
47224,1,2023-05-21
47228,8,2021-09-28
47229,8,2022-09-04
47231,1,2025-06-23
47240,8,2024-04-30
47253,8,2022-02-09
47254,9,2021-09-29
47257,8,2023-10-05
47260,8,2025-03-08
47262,3,2023-07-14
47284,1,2025-02-07
47288,2,2023-06-22
47289,5,2022-07-05
47294,8,2022-10-22
47295,8,2023-02-25
47296,1,2023-06-09
47310,1,2024-06-19
47316,8,2022-07-11
47331,8,2022-11-10
47347,8,2025-05-04
47348,8,2022-08-08
47354,2,2025-05-30
47362,8,2024-10-27
47368,3,2022-04-22
47368,2,2022-11-28
47370,8,2022-09-19
47404,10,2022-01-20
47406,8,2022-12-25
47413,2,2024-05-12
47421,10,2023-10-31
47432,5,2021-12-13
47436,10,2024-02-09
47438,6,2024-01-15
47440,8,2021-07-30
47449,8,2024-10-02
47453,1,2023-05-11
47459,8,2025-06-06
47462,8,2021-08-11
47468,8,2021-09-28
47481,8,2025-01-01
47484,5,2022-02-15
47493,3,2025-04-04
47493,2,2023-07-07
47497,2,2024-05-21
47497,3,2022-08-09
47501,1,2024-12-13
47504,2,2023-06-07
47506,2,2025-10-30
47508,8,2024-07-26
47510,8,2021-05-05
47520,8,2021-12-30
47524,8,2022-07-06
47535,1,2025-08-29
47536,8,2025-11-18
47550,8,2022-05-29
47556,8,2025-05-03
47557,8,2024-08-03
47567,8,2022-04-25
47579,2,2024-03-14
47595,4,2021-09-22
47604,10,2025-08-09
47611,1,2021-03-31
47617,8,2023-08-22
47618,8,2021-09-09
47631,8,2024-12-13
47642,10,2021-11-08
47646,8,2022-10-12
47647,8,2025-06-28
47667,2,2023-03-10
47683,8,2025-06-10
47688,5,2023-10-09
47697,5,2022-10-02
47698,8,2021-05-03
47703,8,2024-07-14
47737,8,2023-09-25
47741,8,2024-11-11
47742,4,2021-10-18
47745,8,2022-03-01
47761,8,2022-01-12
47764,1,2024-07-09
47769,8,2022-05-16
47771,8,2022-04-13
47776,8,2025-02-17
47784,8,2021-12-17
47815,1,2023-02-15
47832,8,2025-01-01
47836,8,2024-11-11
47853,8,2021-06-28
47857,2,2021-03-14
47857,3,2026-01-17
47859,8,2022-10-28
47863,1,2023-02-06
47864,1,2022-02-27
47872,1,2022-03-06
47889,8,2022-09-02
47893,2,2024-11-29
47898,8,2024-09-18
47903,5,2024-05-22
47904,8,2022-06-28
47923,9,2022-10-14
47930,3,2024-02-05
47945,8,2025-04-14
47953,6,2021-05-21
47972,8,2023-11-13
47978,5,2023-09-16
47990,2,2022-10-08
47990,3,2025-05-13
47992,3,2024-03-18
48019,3,2022-06-16
48024,5,2023-04-17
48038,8,2024-12-01
48040,7,2025-08-14
48047,2,2026-01-27
48054,8,2022-03-13
48066,8,2025-06-05
48069,3,2026-02-27
48091,4,2022-12-23
48104,6,2025-04-24
48113,2,2021-04-24
48130,8,2025-08-25
48132,1,2022-06-06
48133,8,2025-09-15
48148,1,2023-07-04
48150,8,2023-10-20
48155,1,2022-11-06
48156,8,2024-10-17
48161,8,2025-02-14
48170,8,2021-08-20
48171,8,2026-02-25
48174,3,2024-03-21
48189,8,2026-01-04
48210,5,2023-04-18
48219,5,2021-11-16
48220,9,2023-07-14
48224,8,2025-12-26
48226,8,2024-05-23
48227,8,2024-01-29
48228,8,2023-09-25
48229,8,2023-03-02
48230,8,2021-10-12
48244,8,2021-09-23
48253,1,2021-12-01
48260,2,2024-07-05
48260,3,2023-05-07
48270,2,2024-04-01
48275,1,2022-09-20
48284,10,2022-10-01
48288,2,2025-05-02
48301,8,2022-11-06
48307,8,2023-03-06
48310,2,2021-11-15
48324,4,2021-08-21
48330,3,2023-04-28
48339,3,2022-02-09
48348,8,2025-10-24
48355,3,2024-08-28
48356,3,2024-04-24
48364,3,2025-07-12
48373,8,2021-05-13
48375,1,2024-06-14
48376,10,2026-01-05
48377,10,2022-06-24
48384,6,2022-09-25
48398,1,2023-09-08
48404,4,2025-10-22
48407,8,2024-06-03
48425,8,2024-05-14
48437,8,2023-08-09
48438,8,2023-12-03
48457,1,2025-09-05
48469,1,2021-03-30
48480,3,2021-12-11
48497,2,2025-07-11
48497,3,2022-03-18
48501,4,2021-09-27
48518,8,2024-10-15
48528,1,2022-04-07
48533,3,2026-02-06
48539,6,2025-02-06
48540,5,2025-03-18
48573,8,2025-05-06
48579,8,2025-06-24
48584,2,2022-04-27
48587,8,2022-03-09
48588,8,2023-07-08
48592,8,2021-06-17
48598,1,2025-03-19
48607,1,2026-01-06
48618,6,2025-11-02
48621,4,2022-02-18
48679,8,2023-10-10
48680,1,2026-01-13
48684,8,2025-09-10
48694,10,2024-12-26
48695,8,2022-10-17
48696,3,2022-12-06
48696,2,2025-02-09
48698,2,2022-06-13
48709,2,2021-12-28
48715,3,2022-09-14
48716,8,2023-09-16
48721,8,2024-07-21
48727,2,2022-01-11
48730,2,2024-10-24
48738,2,2022-09-21
48767,8,2024-08-17
48773,6,2025-01-11
48774,2,2024-11-19
48774,3,2025-06-04
48777,8,2021-08-16
48796,8,2022-09-27
48799,8,2024-06-25
48800,4,2023-04-25
48814,2,2021-12-19
48815,8,2025-06-15
48827,1,2023-05-13
48829,8,2024-02-25
48831,8,2025-08-07
48841,8,2023-12-24
48847,2,2026-03-09
48856,1,2025-11-02
48881,2,2021-06-26
48907,8,2022-04-04
48913,4,2021-08-07
48916,4,2026-02-11
48921,1,2021-08-04
48923,1,2023-02-13
48933,8,2025-01-07
48938,5,2022-02-01
48940,5,2022-12-02
48941,2,2021-12-27
48941,3,2022-06-25
48952,4,2021-12-22
48957,8,2025-03-30
48959,2,2022-09-16
48959,3,2024-03-04
48962,8,2022-07-12
49000,2,2023-08-06
49000,3,2024-11-22
49004,3,2026-02-08
49008,2,2022-08-23
49010,2,2022-08-17
49010,3,2025-04-12
49018,2,2022-02-26
49018,3,2023-08-24
49023,8,2023-02-14
49024,1,2022-08-08
49030,8,2021-12-21
49032,8,2025-10-16
49034,1,2024-09-04
49043,8,2024-10-25
49045,3,2023-07-02
49051,8,2021-04-02
49054,8,2024-02-20
49065,8,2024-04-20
49079,8,2022-01-31
49080,8,2025-05-21
49086,10,2022-10-03
49094,2,2023-11-14
49101,8,2024-08-28
49110,3,2025-11-22
49119,3,2024-05-30
49122,3,2022-12-15
49126,8,2026-02-18
49147,8,2024-05-21
49158,8,2021-10-11
49163,8,2024-06-08
49172,1,2023-09-11
49174,1,2024-08-28
49175,5,2022-12-15
49185,8,2021-09-07
49207,10,2025-05-03
49209,1,2023-01-06
49226,3,2022-12-20
49232,8,2024-08-12
49234,6,2023-02-10
49236,8,2024-07-02
49239,3,2021-08-02
49246,8,2025-10-31
49256,8,2023-03-10
49261,8,2024-07-04
49265,8,2025-07-27
49275,8,2022-08-08
49289,3,2025-03-18
49312,8,2023-01-22
49318,8,2025-01-21
49341,8,2021-11-15
49364,8,2024-01-24
49369,3,2021-09-02
49377,5,2024-04-08
49380,8,2022-08-05
49384,10,2023-02-08
49385,8,2024-07-13
49386,5,2022-03-05
49391,8,2021-04-30
49392,8,2023-03-04
49402,8,2022-03-05
49403,5,2022-01-15
49409,8,2021-10-25
49424,8,2022-10-11
49425,8,2026-02-27
49442,4,2021-07-25
49445,8,2023-07-28
49457,6,2021-03-11
49458,1,2023-05-03
49465,8,2022-07-14
49472,8,2025-05-07
49473,8,2024-04-25
49478,6,2024-05-06
49485,8,2021-08-05
49500,2,2025-03-23
49500,3,2021-03-17
49510,8,2023-04-06
49513,8,2023-10-13
49515,8,2021-06-27
49527,1,2024-05-24
49529,8,2022-10-16
49531,8,2024-09-02
49543,3,2025-08-06
49544,8,2021-08-04
49550,5,2024-12-11
49554,5,2021-12-14
49561,8,2021-08-17
49563,3,2024-03-15
49568,5,2022-01-15
49569,3,2023-02-11
49592,8,2025-08-04
49594,8,2022-10-10
49596,2,2025-08-08
49596,3,2021-05-09
49598,6,2022-01-27
49599,8,2021-07-27
49604,8,2021-03-16
49607,1,2023-12-15
49610,8,2024-02-01
49620,8,2024-05-21
49627,8,2022-03-02
49639,1,2025-06-22
49644,5,2025-07-20
49648,1,2024-11-11
49650,8,2025-06-06
49652,8,2025-07-25
49659,8,2021-04-04
49669,4,2025-10-30
49673,8,2024-02-28
49674,2,2023-03-10
49674,3,2025-09-06
49686,2,2025-01-19
49690,10,2024-12-30
49695,1,2024-12-07
49698,5,2024-06-05
49701,6,2024-01-20
49705,1,2021-06-08
49708,4,2023-09-21
49711,4,2022-10-19
49716,6,2023-05-23
49722,8,2025-06-29
49753,3,2025-06-22
49755,3,2024-03-28
49759,2,2025-10-16
49790,8,2026-02-26
49792,8,2025-05-15
49795,8,2024-07-19
49796,8,2025-10-31
49798,8,2025-08-23
49803,3,2022-11-27
49804,8,2024-11-26
49821,8,2022-04-16
49828,3,2022-06-07
49831,8,2024-12-23
49844,8,2023-07-26
49851,3,2025-04-30
49851,2,2024-09-19
49853,8,2025-04-20
49857,8,2023-07-06
49858,3,2023-08-04
49861,2,2021-05-16
49863,1,2023-10-17
49864,3,2024-11-30
49867,1,2022-04-11
49877,3,2024-02-24
49880,8,2021-11-23
49881,1,2025-06-18
49882,1,2024-06-28
49885,8,2021-10-06
49886,8,2024-07-06
49893,8,2026-01-26
49895,8,2023-01-17
49899,2,2025-01-27
49899,3,2024-07-29
49904,8,2024-11-18
49905,8,2021-07-17
49906,8,2024-06-30
49918,6,2022-09-11
49920,8,2023-09-08
49926,3,2021-08-14
49926,2,2021-11-23
49932,8,2024-01-31
49933,10,2024-05-27
49934,8,2023-11-04
49942,3,2025-09-21
49956,2,2021-11-24
49958,8,2023-11-24
49964,8,2024-10-08
49969,8,2022-02-28
49973,3,2025-12-01
49981,3,2023-11-24
49990,3,2024-11-12
49994,8,2025-05-15
49995,2,2022-07-02
49995,3,2024-02-09
49997,2,2022-08-25
49999,1,2023-08-18
50016,1,2023-03-03
50021,1,2024-08-18
50024,5,2022-08-10
50030,1,2024-09-21
50034,4,2025-01-31
50047,8,2024-09-08
50066,1,2023-10-02
50073,8,2024-05-30
50083,8,2024-11-13
50084,8,2024-04-09
50090,8,2023-03-26
50103,8,2025-04-04
50127,10,2023-08-01
50137,8,2022-12-06
50141,8,2024-04-01
50153,8,2022-05-29
50156,4,2022-04-28
50161,8,2026-01-22
50169,6,2023-11-21
50171,6,2021-05-09
50176,1,2025-03-18
50185,8,2021-08-09
50195,8,2025-12-02
50201,8,2024-07-21
50208,6,2023-10-22
50209,5,2022-09-09
50210,6,2023-08-02
50211,8,2025-07-02
50212,8,2022-11-18
50218,8,2025-10-16
50220,2,2025-09-08
50227,8,2025-03-10
50249,1,2024-06-21
50251,10,2024-10-21
50252,3,2024-01-03
50257,1,2023-07-30
50264,3,2021-09-15
50268,8,2021-09-17
50271,10,2023-07-06
50274,2,2021-03-14
50276,1,2025-04-03
50283,1,2023-08-07
50284,1,2024-07-24
50286,8,2024-06-15
50288,8,2022-03-01
50289,1,2026-01-16
50290,1,2025-04-13
50291,8,2023-06-22
50296,8,2022-03-15
50298,1,2025-03-20
50299,1,2021-05-05
50301,1,2024-11-15
50308,1,2023-12-20
50310,1,2025-02-10
50327,1,2025-01-14
50333,1,2022-06-16
50337,7,2023-05-11
50340,8,2024-11-23
50343,1,2023-08-12
50346,4,2025-12-09
50352,1,2023-09-10
50359,1,2025-01-12
50364,1,2024-08-26
50369,1,2022-08-19
50384,6,2023-06-05
50398,6,2024-02-04
50401,8,2022-11-05
50403,8,2022-08-05
50404,7,2025-06-25
50408,8,2025-10-31
50412,8,2022-12-25
50427,5,2025-10-17
50437,3,2023-06-10
50441,2,2022-08-07
50453,8,2022-12-30
50458,3,2023-12-01
50470,1,2023-04-04
50490,8,2023-07-22
50491,8,2025-05-06
50496,8,2025-02-02
50508,3,2025-07-11
50516,1,2023-12-10
50525,2,2025-07-06
50537,6,2026-02-20
50549,3,2022-02-04
50553,5,2023-09-19
50563,8,2021-09-02
50565,6,2022-01-20
50566,6,2023-10-06
50571,8,2025-03-27
50572,1,2025-01-09
50574,3,2024-10-29
50574,2,2022-08-26
50577,5,2021-05-28
50583,8,2021-05-18
50584,8,2026-03-02
50609,1,2026-02-22
50612,8,2024-04-08
50627,1,2023-09-11
50628,8,2021-07-01
50630,1,2023-10-26
50634,1,2021-07-22
50636,1,2021-10-29
50646,1,2023-12-01
50647,8,2021-05-10
50659,4,2021-12-10
50671,1,2022-12-26
50674,8,2022-08-09
50684,7,2023-10-23
50687,8,2024-10-31
50697,1,2026-02-28
50715,1,2024-12-11
50718,1,2023-11-21
50728,8,2025-02-10
50729,1,2021-03-15
50733,4,2023-02-16
50736,1,2024-02-10
